Station,Year,Month,Tmax (Celcius),Tmin (Celcius),Af, Rain (mm), Sun (hours)
Ringway,1984,5,15.1,6.2,0.0,31.4,193.3
Ringway,1984,6,18.2,10.2,0.0,29.6,162.1
Ringway,1984,7,21.8,12.1,0.0,12.8,253.5
Ringway,1984,8,22.9,13.1,0.0,42.6,209.8
Ringway,1984,9,16.4,10.4,0.0,139.6,99.2
Ringway,1984,10,14.2,7.9,0.0,96.8,93.7
Ringway,1984,11,10.2,5.5,2.0,121.1,48.6
Ringway,1984,12,8.0,2.7,4.0,48.8,59.1
Ringway,1985,1,3.9,-1.7,25.0,55.0,48.0
Ringway,1985,2,5.8,0.0,12.0,9.9,82.3
Ringway,1985,3,8.2,1.2,12.0,57.2,110.2
Ringway,1985,4,11.5,5.2,2.0,77.1,114.0
Ringway,1985,5,14.9,7.7,0.0,72.3,157.8
Ringway,1985,6,16.5,8.9,0.0,70.1,187.7
Ringway,1985,7,19.9,12.8,0.0,53.8,167.0
Ringway,1985,8,17.7,11.6,0.0,76.2,126.5
Ringway,1985,9,18.2,11.5,0.0,30.8,125.7
Ringway,1985,10,14.0,8.2,0.0,50.3,88.4
Ringway,1985,11,6.8,1.3,10.0,63.8,79.1
Ringway,1985,12,8.6,3.7,5.0,83.5,37.0
Ringway,1986,1,5.9,0.8,12.0,82.9,54.8
Ringway,1986,2,2.1,-2.3,24.0,3.7,105.1
Ringway,1986,3,8.4,1.9,7.0,77.5,103.7
Ringway,1986,4,9.4,2.6,1.0,67.8,128.1
Ringway,1986,5,14.9,8.0,0.0,69.1,187.6
Ringway,1986,6,19.4,11.0,0.0,51.7,199.7
Ringway,1986,7,18.5,12.2,0.0,46.0,128.0
Ringway,1986,8,16.6,10.1,0.0,84.2,116.1
Ringway,1986,9,15.4,7.2,0.0,11.1,152.0
Ringway,1986,10,13.9,7.4,0.0,94.5,104.6
Ringway,1986,11,10.8,4.4,1.0,88.5,79.7
Ringway,1986,12,8.9,3.2,3.0,156.7,42.7
Ringway,1987,1,3.7,-1.0,20.0,23.5,67.3
Ringway,1987,2,7.0,0.9,12.0,34.3,65.4
Ringway,1987,3,7.4,1.4,12.0,73.3,103.8
Ringway,1987,4,14.4,6.7,0.0,54.2,152.5
Ringway,1987,5,14.2,6.4,0.0,50.5,191.0
Ringway,1987,6,15.8,9.3,0.0,174.3,102.8
Ringway,1987,7,19.1,12.6,0.0,86.1,157.2
Ringway,1987,8,18.6,12.3,0.0,85.6,135.8
Ringway,1987,9,16.9,9.7,0.0,77.4,158.5
Ringway,1987,10,12.8,6.6,0.0,134.6,110.2
Ringway,1987,11,8.9,4.3,3.0,58.9,40.3
Ringway,1987,12,8.4,3.6,7.0,44.5,44.2
Ringway,1988,1,7.8,2.8,0.0,114.5,52.5
Ringway,1988,2,7.4,1.8,6.0,32.0,73.0
Ringway,1988,3,9.0,2.8,5.0,125.2,84.0
Ringway,1988,4,12.1,4.9,2.0,39.0,121.2
Ringway,1988,5,16.6,7.5,0.0,46.6,210.2
Ringway,1988,6,19.2,10.4,0.0,60.8,174.4
Ringway,1988,7,17.8,11.3,0.0,134.3,123.7
Ringway,1988,8,18.8,11.1,0.0,105.7,153.9
Ringway,1988,9,15.9,9.7,0.0,59.4,114.6
Ringway,1988,10,13.6,7.1,3.0,65.7,109.2
Ringway,1988,11,8.7,1.7,10.0,51.0,87.1
Ringway,1988,12,9.8,4.5,1.0,51.5,33.0
Ringway,1989,1,9.1,3.5,4.0,35.3,62.3
Ringway,1989,2,9.2,2.6,7.0,80.5,94.9
Ringway,1989,3,10.8,3.3,5.0,65.6,86.0
Ringway,1989,4,10.0,2.8,7.0,76.5,126.0
Ringway,1989,5,17.7,8.1,0.0,31.7,257.9
Ringway,1989,6,19.4,9.8,0.0,81.5,244.4
Ringway,1989,7,22.2,13.3,0.0,36.3,243.5
Ringway,1989,8,20.1,11.5,0.0,58.9,188.9
Ringway,1989,9,18.1,10.2,0.0,31.4,127.8
Ringway,1989,10,14.5,8.3,0.0,84.1,85.4
Ringway,1989,11,9.7,3.1,10.0,62.8,70.0
Ringway,1989,12,7.1,1.2,10.0,70.3,34.8
Ringway,1990,1,9.3,3.6,2.0,116.1,60.1
Ringway,1990,2,10.1,4.3,1.0,82.3,56.8
Ringway,1990,3,11.7,4.7,3.0,27.4,107.7
Ringway,1990,4,12.4,3.6,5.0,36.6,178.1
Ringway,1990,5,17.7,7.9,0.0,24.9,228.0
Ringway,1990,6,17.0,10.3,0.0,83.7,105.5
Ringway,1990,7,21.3,11.7,0.0,24.7,261.3
Ringway,1990,8,21.9,13.3,0.0,71.5,158.1
Ringway,1990,9,16.2,8.8,0.0,68.3,130.0
Ringway,1990,10,14.5,8.7,0.0,110.7,78.4
Ringway,1990,11,9.3,4.0,4.0,64.8,41.0
Ringway,1990,12,6.7,1.1,9.0,89.0,33.3
Ringway,1991,1,6.0,-0.5,17.0,53.4,74.1
Ringway,1991,2,5.7,-1.5,19.0,28.7,72.2
Ringway,1991,3,11.3,4.6,2.0,54.4,61.9
Ringway,1991,4,11.9,4.2,1.0,31.9,151.6
Ringway,1991,5,14.8,7.1,0.0,8.3,111.4
Ringway,1991,6,15.6,8.0,0.0,69.1,138.7
Ringway,1991,7,21.6,13.6,0.0,48.7,174.5
Ringway,1991,8,21.4,12.1,0.0,27.3,186.7
Ringway,1991,9,19.5,9.9,0.0,53.3,182.1
Ringway,1991,10,13.4,7.4,1.0,70.0,88.3
Ringway,1991,11,9.7,3.6,3.0,70.4,54.3
Ringway,1991,12,8.1,2.4,7.0,63.4,39.9
Ringway,1992,1,6.2,0.7,15.0,45.5,46.7
Ringway,1992,2,9.0,2.5,4.0,50.7,70.8
Ringway,1992,3,10.4,4.3,1.0,85.4,69.7
Ringway,1992,4,12.3,4.8,1.0,53.2,114.7
Ringway,1992,5,18.7,8.8,0.0,56.9,254.6
Ringway,1992,6,20.8,11.1,0.0,32.2,219.5
Ringway,1992,7,19.6,12.1,0.0,62.9,162.1
Ringway,1992,8,18.7,11.1,0.0,96.0,166.1
Ringway,1992,9,16.7,9.9,0.0,60.7,115.6
Ringway,1992,10,10.6,4.5,7.0,120.8,71.7
Ringway,1992,11,10.3,3.6,3.0,120.3,54.8
Ringway,1992,12,6.2,0.0,13.0,71.7,46.4
Ringway,1993,1,8.8,2.2,4.0,78.8,49.1
Ringway,1993,2,7.5,2.3,5.0,13.0,54.5
Ringway,1993,3,10.1,3.4,5.0,10.5,101.8
Ringway,1993,4,13.6,5.9,0.0,68.4,134.7
Ringway,1993,5,15.5,7.1,1.0,61.9,153.1
Ringway,1993,6,19.1,10.4,0.0,58.0,197.1
Ringway,1993,7,18.2,11.2,0.0,102.6,133.0
Ringway,1993,8,18.0,9.9,0.0,79.0,146.3
Ringway,1993,9,16.1,8.9,0.0,54.7,92.1
Ringway,1993,10,11.8,4.6,4.0,53.2,120.5
Ringway,1993,11,7.5,1.1,12.0,41.2,53.6
Ringway,1993,12,7.6,1.8,8.0,163.9,37.9
Ringway,1994,1,7.7,1.8,6.0,90.8,53.2
Ringway,1994,2,5.8,0.3,13.0,39.7,54.6
Ringway,1994,3,10.5,3.8,3.0,98.5,95.2
Ringway,1994,4,11.9,4.2,2.0,68.9,176.8
Ringway,1994,5,14.6,6.8,0.0,26.1,161.4
Ringway,1994,6,18.1,10.3,0.0,38.8,151.4
Ringway,1994,7,22.7,12.6,0.0,70.5,223.0
Ringway,1994,8,19.4,11.6,0.0,43.7,165.7
Ringway,1994,9,15.7,8.9,0.0,114.6,115.7
Ringway,1994,10,13.8,6.3,1.0,125.3,108.2
Ringway,1994,11,12.4,7.6,1.0,93.1,55.4
Ringway,1994,12,9.0,3.0,5.0,112.1,46.3
Ringway,1995,1,7.6,1.3,9.0,136.7,55.3
Ringway,1995,2,9.3,2.8,3.0,97.1,66.5
Ringway,1995,3,8.9,1.5,12.0,65.4,136.1
Ringway,1995,4,13.1,5.0,1.0,23.6,174.3
Ringway,1995,5,16.2,7.1,0.0,44.5,198.4
Ringway,1995,6,18.7,10.4,0.0,27.9,215.1
Ringway,1995,7,23.8,14.1,0.0,40.4,238.5
Ringway,1995,8,24.6,13.8,0.0,17.7,283.8
Ringway,1995,9,17.5,9.7,0.0,86.2,120.5
Ringway,1995,10,16.4,9.3,0.0,23.7,125.2
Ringway,1995,11,10.7,4.8,3.0,44.8,78.6
Ringway,1995,12,5.0,-0.1,15.0,37.2,49.7
Ringway,1996,1,6.4,2.8,6.0,15.6,20.8
Ringway,1996,2,5.9,-0.9,20.0,62.2,73.9
Ringway,1996,3,7.7,2.0,6.0,24.0,79.2
Ringway,1996,4,12.9,4.9,2.0,42.1,95.4
Ringway,1996,5,13.5,5.2,1.0,59.5,174.6
Ringway,1996,6,18.7,9.5,0.0,47.4,225.9
Ringway,1996,7,20.3,11.5,0.0,28.7,203.5
Ringway,1996,8,21.1,12.6,0.0,88.2,164.6
Ringway,1996,9,17.4,9.8,0.0,37.2,128.4
Ringway,1996,10,14.7,8.3,0.0,92.6,91.9
Ringway,1996,11,9.1,2.4,11.0,133.2,71.0
Ringway,1996,12,5.9,0.4,14.0,46.1,48.2
Ringway,1997,1,6.0,0.4,15.0,8.2,62.8
Ringway,1997,2,9.9,3.4,3.0,89.3,56.1
Ringway,1997,3,12.0,4.4,1.0,36.9,99.6
Ringway,1997,4,12.9,4.9,4.0,36.4,122.0
Ringway,1997,5,16.7,7.1,0.0,87.4,226.6
Ringway,1997,6,17.9,10.2,0.0,112.2,139.2
Ringway,1997,7,21.1,12.5,0.0,60.2,227.2
Ringway,1997,8,23.5,14.1,0.0,62.9,192.5
Ringway,1997,9,17.3,10.7,0.0,43.5,119.0
Ringway,1997,10,13.7,6.3,3.0,58.9,125.4
Ringway,1997,11,11.1,6.1,0.0,80.8,31.5
Ringway,1997,12,8.6,3.2,5.0,88.4,32.5
Ringway,1998,1,7.8,2.4,6.0,79.2,47.0
Ringway,1998,2,10.9,4.8,4.0,15.0,67.7
Ringway,1998,3,11.2,4.8,2.0,106.5,70.1
Ringway,1998,4,11.2,4.6,4.0,93.8,117.5
Ringway,1998,5,17.6,9.1,0.0,26.2,186.3
Ringway,1998,6,17.3,10.7,0.0,126.1,114.9
Ringway,1998,7,18.2,12.0,0.0,74.8,127.6
Ringway,1998,8,19.5,12.0,0.0,58.6,164.4
Ringway,1998,9,18.2,11.3,0.0,44.0,132.8
Ringway,1998,10,13.4,7.6,0.0,171.4,77.5
Ringway,1998,11,9.0,3.5,4.0,71.4,55.9
Ringway,1998,12,8.4,1.9,9.0,50.4,45.6
Ringway,1999,1,8.3,2.4,6.0,96.4,58.4
Ringway,1999,2,8.1,2.6,6.0,60.8,69.1
Ringway,1999,3,10.4,4.5,1.0,59.9,94.5
Ringway,1999,4,13.4,6.2,4.0,63.0,139.6
Ringway,1999,5,17.0,9.5,0.0,55.2,140.3
Ringway,1999,6,17.8,10.3,0.0,67.4,195.4
Ringway,1999,7,22.4,13.3,0.0,10.4,218.2
Ringway,1999,8,20.3,12.7,0.0,68.4,141.0
Ringway,1999,9,19.8,11.9,0.0,110.6,164.6
Ringway,1999,10,14.4,7.7,0.0,71.2,123.5
Ringway,1999,11,10.6,4.5,4.0,49.6,67.9
Ringway,1999,12,7.6,1.8,8.0,144.8,47.3
Ringway,2000,1,7.8,2.3,6.0,52.2,30.8
Ringway,2000,2,9.4,3.0,4.0,82.4,79.7
Ringway,2000,3,10.8,4.2,3.0,39.0,100.9
Ringway,2000,4,11.9,4.6,1.0,66.6,140.2
Ringway,2000,5,17.1,8.0,0.0,85.8,223.0
Ringway,2000,6,18.8,11.1,0.0,84.4,140.6
Ringway,2000,7,19.4,11.7,0.0,68.4,156.9
Ringway,2000,8,20.5,12.7,0.0,70.0,167.3
Ringway,2000,9,18.3,11.2,0.0,115.8,114.5
Ringway,2000,10,13.3,7.2,0.0,193.6,70.7
Ringway,2000,11,9.5,4.4,0.0,181.0,33.9
Ringway,2000,12,7.7,2.9,8.0,71.6,46.5
Ringway,2001,1,5.9,0.8,9.0,51.4,72.1
Ringway,2001,2,7.3,0.8,14.0,85.0,69.5
Ringway,2001,3,8.5,2.1,8.0,33.0,102.8
Ringway,2001,4,11.0,3.9,1.0,107.0,102.7
Ringway,2001,5,17.5,8.4,0.0,75.2,202.1
Ringway,2001,6,18.1,10.3,0.0,28.8,148.4
Ringway,2001,7,21.3,12.9,0.0,27.6,185.9
Ringway,2001,8,20.6,12.6,0.0,108.2,171.0
Ringway,2001,9,16.4,10.3,0.0,83.8,94.6
Ringway,2001,10,16.5,10.3,0.0,101.2,119.0
Ringway,2001,11,10.8,4.5,3.0,61.6,41.4
Ringway,2001,12,6.9,-0.3,18.0,50.8,74.9
Ringway,2002,1,8.7,2.3,6.0,61.6,40.9
Ringway,2002,2,10.1,3.9,2.0,142.2,75.0
Ringway,2002,3,11.3,4.0,3.0,35.0,122.4
Ringway,2002,4,13.9,5.2,1.0,52.2,184.8
Ringway,2002,5,15.8,8.6,0.0,103.6,171.3
Ringway,2002,6,18.3,10.6,0.0,48.6,167.4
Ringway,2002,7,19.5,11.7,0.0,108.4,147.3
Ringway,2002,8,20.5,13.2,0.0,106.8,132.4
Ringway,2002,9,18.5,10.8,0.0,38.0,168.0
Ringway,2002,10,13.5,6.5,1.0,111.1,92.3
Ringway,2002,11,11.1,6.1,0.0,108.6,49.7
Ringway,2002,12,7.5,3.9,3.0,109.6,50.5
Ringway,2003,1,7.6,2.1,8.0,60.0,73.7
Ringway,2003,2,7.8,0.8,12.0,41.3,97.6
Ringway,2003,3,12.6,3.3,2.0,39.0,169.5
Ringway,2003,4,14.8,5.7,3.0,57.4,192.9
Ringway,2003,5,16.1,8.4,0.0,90.6,183.4
Ringway,2003,6,20.5,11.5,0.0,67.8,206.7
Ringway,2003,7,21.4,13.6,0.0,69.4,157.2
Ringway,2003,8,22.1,13.6,0.0,11.4,191.0
Ringway,2003,9,18.9,9.8,0.0,44.6,145.1
Ringway,2003,10,12.9,5.6,3.0,43.2,127.3
Ringway,2003,11,11.0,4.9,3.0,61.6,64.4
Ringway,2003,12,7.6,1.6,10.0,82.4,51.7
Ringway,2004,1,8.0,2.4,8.0,112.0,34.1
Ringway,2004,2,8.5,2.5,10.0,48.4,110.0
Ringway,2004,3,10.3,3.4,3.0,30.2,106.7
Ringway,2004,4,13.3,6.5,1.0,83.4,108.6
Ringway,2004,5,16.8,8.0,0.0,46.0,196.3
Ringway,2004,6,19.1,11.2,0.0,68.0,169.5
Ringway,2004,7,19.2,11.7,0.0,64.0,150.4
Ringway,2004,8,21.3,14.0,0.0,185.4,157.8
Ringway,2004,9,18.3,11.1,0.0,110.2,148.8
Sheffield,1883,1,6.3,1.7,6.0,122.1,---
Sheffield,1883,2,8.0,2.8,2.0,69.8,---
Sheffield,1883,3,4.8,-1.6,23.0,29.6,---
Sheffield,1883,4,12.2,3.8,2.0,74.0,---
Sheffield,1883,5,14.7,6.2,0.0,31.2,---
Sheffield,1883,6,17.7,9.3,0.0,66.2,---
Sheffield,1883,7,18.8,10.5,0.0,77.6,---
Sheffield,1883,8,19.8,10.9,0.0,32.5,---
Sheffield,1883,9,16.8,10.0,0.0,137.4,---
Sheffield,1883,10,12.7,6.4,0.0,102.9,---
Sheffield,1883,11,8.6,3.5,1.0,83.6,---
Sheffield,1883,12,7.3,2.4,4.0,48.6,---
Sheffield,1884,1,8.4,3.5,3.0,127.7,---
Sheffield,1884,2,8.0,2.1,3.0,49.4,---
Sheffield,1884,3,9.5,2.5,4.0,50.4,---
Sheffield,1884,4,10.6,3.3,4.0,48.0,---
Sheffield,1884,5,15.7,6.4,0.0,33.1,---
Sheffield,1884,6,18.2,8.7,0.0,39.7,---
Sheffield,1884,7,20.8,11.8,0.0,80.1,---
Sheffield,1884,8,22.6,11.8,0.0,36.8,---
Sheffield,1884,9,18.4,10.5,0.0,34.0,---
Sheffield,1884,10,12.3,6.3,0.0,36.5,---
Sheffield,1884,11,9.0,3.4,4.0,30.9,---
Sheffield,1884,12,6.6,1.7,7.0,81.6,---
Sheffield,1885,1,4.7,0.4,15.0,56.9,---
Sheffield,1885,2,8.5,2.4,5.0,76.4,---
Sheffield,1885,3,7.8,0.8,10.0,41.6,---
Sheffield,1885,4,11.6,3.4,3.0,49.5,---
Sheffield,1885,5,12.9,4.4,0.0,58.1,---
Sheffield,1885,6,18.6,9.2,0.0,76.4,---
Sheffield,1885,7,21.0,11.4,0.0,17.8,---
Sheffield,1885,8,17.1,9.4,0.0,59.5,---
Sheffield,1885,9,16.4,7.8,0.0,85.3,---
Sheffield,1885,10,10.5,4.5,0.0,172.5,---
Sheffield,1885,11,8.0,3.3,4.0,62.2,---
Sheffield,1885,12,7.0,0.9,11.0,31.9,---
Sheffield,1886,1,4.5,-0.7,20.0,121.8,---
Sheffield,1886,2,3.9,-1.0,20.0,14.2,---
Sheffield,1886,3,6.1,0.2,18.0,84.8,---
Sheffield,1886,4,10.9,2.8,2.0,47.5,---
Sheffield,1886,5,13.9,5.7,0.0,181.0,---
Sheffield,1886,6,17.3,8.5,0.0,26.5,---
Sheffield,1886,7,20.8,11.5,0.0,94.2,---
Sheffield,1886,8,20.8,11.7,0.0,49.7,---
Sheffield,1886,9,17.7,9.8,0.0,30.8,---
Sheffield,1886,10,13.8,8.1,0.0,125.1,---
Sheffield,1886,11,9.7,3.8,0.0,37.0,---
Sheffield,1886,12,4.9,-0.5,12.0,127.7,---
Sheffield,1887,1,5.1,-0.6,16.0,61.2,---
Sheffield,1887,2,7.5,0.6,12.0,13.6,---
Sheffield,1887,3,7.1,0.1,16.0,42.5,---
Sheffield,1887,4,11.0,5.1,0.0,26.3,---
Sheffield,1887,5,12.3,5.3,0.0,46.6,---
Sheffield,1887,6,21.0,10.2,0.0,11.2,---
Sheffield,1887,7,23.7,12.6,0.0,25.2,---
Sheffield,1887,8,20.7,10.6,0.0,40.7,---
Sheffield,1887,9,15.3,8.0,0.0,57.2,---
Sheffield,1887,10,10.6,4.4,4.0,58.8,---
Sheffield,1887,11,7.6,2.6,7.0,41.0,---
Sheffield,1887,12,6.2,0.4,15.0,66.8,---
Sheffield,1888,1,6.4,1.0,14.0,22.1,---
Sheffield,1888,2,4.0,0.0,21.0,49.5,---
Sheffield,1888,3,5.3,-0.1,19.0,98.1,---
Sheffield,1888,4,8.9,2.7,8.0,52.6,---
Sheffield,1888,5,15.8,6.1,0.0,16.3,---
Sheffield,1888,6,16.9,8.4,0.0,61.8,---
Sheffield,1888,7,16.2,9.6,0.0,129.3,---
Sheffield,1888,8,18.0,10.2,0.0,61.1,---
Sheffield,1888,9,16.0,8.8,0.0,22.9,---
Sheffield,1888,10,11.8,4.5,3.0,17.4,---
Sheffield,1888,11,9.7,4.9,0.0,160.2,---
Sheffield,1888,12,7.7,2.7,6.0,52.2,---
Sheffield,1889,1,6.1,0.9,9.0,39.0,---
Sheffield,1889,2,6.0,0.6,14.0,50.8,---
Sheffield,1889,3,7.5,1.4,9.0,107.6,---
Sheffield,1889,4,9.9,3.6,0.0,92.0,---
Sheffield,1889,5,16.4,8.4,0.0,97.7,---
Sheffield,1889,6,20.0,10.5,0.0,6.1,---
Sheffield,1889,7,18.7,10.8,0.0,62.8,---
Sheffield,1889,8,18.7,11.3,0.0,69.6,---
Sheffield,1889,9,16.1,9.5,0.0,46.8,---
Sheffield,1889,10,11.2,5.5,0.0,100.1,---
Sheffield,1889,11,9.4,4.4,4.0,18.2,---
Sheffield,1889,12,6.4,1.4,10.0,39.4,---
Sheffield,1890,1,8.6,2.3,3.0,103.7,---
Sheffield,1890,2,5.7,1.1,10.0,21.4,---
Sheffield,1890,3,9.6,3.0,8.0,62.9,---
Sheffield,1890,4,9.9,2.9,2.0,20.8,---
Sheffield,1890,5,16.2,6.8,0.0,79.9,---
Sheffield,1890,6,17.2,10.0,0.0,48.4,---
Sheffield,1890,7,17.7,10.8,0.0,57.4,---
Sheffield,1890,8,18.0,10.8,0.0,78.2,---
Sheffield,1890,9,19.4,11.0,0.0,37.5,---
Sheffield,1890,10,13.5,7.0,1.0,37.1,---
Sheffield,1890,11,9.0,2.8,6.0,122.4,---
Sheffield,1890,12,1.9,-2.3,25.0,16.8,---
Sheffield,1891,1,4.4,-0.8,18.0,59.5,---
Sheffield,1891,2,8.8,1.4,9.0,1.8,---
Sheffield,1891,3,7.0,1.1,10.0,53.6,---
Sheffield,1891,4,8.5,1.9,3.0,53.0,---
Sheffield,1891,5,13.1,5.3,1.0,86.8,---
Sheffield,1891,6,18.0,9.7,0.0,89.2,---
Sheffield,1891,7,18.9,11.0,0.0,57.6,---
Sheffield,1891,8,17.5,10.9,0.0,83.5,---
Sheffield,1891,9,18.3,10.4,0.0,58.5,---
Sheffield,1891,10,12.8,6.1,0.0,102.6,---
Sheffield,1891,11,8.1,3.1,6.0,71.3,---
Sheffield,1891,12,7.1,1.0,9.0,161.4,---
Sheffield,1892,1,4.3,0.1,15.0,63.1,---
Sheffield,1892,2,5.4,0.4,12.0,89.8,---
Sheffield,1892,3,5.7,-0.7,20.0,33.7,---
Sheffield,1892,4,12.0,2.4,7.0,24.0,---
Sheffield,1892,5,15.2,6.8,0.0,102.4,---
Sheffield,1892,6,17.1,8.8,0.0,104.0,---
Sheffield,1892,7,16.8,9.8,0.0,80.2,---
Sheffield,1892,8,19.1,11.1,0.0,69.1,---
Sheffield,1892,9,15.8,8.7,0.0,88.6,---
Sheffield,1892,10,10.3,4.1,2.0,143.7,---
Sheffield,1892,11,9.0,3.9,4.0,44.2,---
Sheffield,1892,12,4.8,-0.3,16.0,22.8,---
Sheffield,1893,1,4.6,0.4,14.0,47.2,---
Sheffield,1893,2,7.0,1.6,7.0,112.0,---
Sheffield,1893,3,12.6,3.4,5.0,19.8,---
Sheffield,1893,4,15.1,3.8,0.0,19.5,---
Sheffield,1893,5,16.9,7.4,0.0,73.7,---
Sheffield,1893,6,19.3,10.0,0.0,34.0,---
Sheffield,1893,7,19.9,11.5,0.0,77.3,---
Sheffield,1893,8,21.9,12.7,0.0,40.7,---
Sheffield,1893,9,16.7,8.8,0.0,31.2,---
Sheffield,1893,10,13.8,6.5,1.0,45.9,---
Sheffield,1893,11,8.1,2.0,7.0,49.1,---
Sheffield,1893,12,7.8,1.8,7.0,104.5,---
Sheffield,1894,1,5.6,0.6,11.0,77.1,---
Sheffield,1894,2,8.4,1.5,9.0,132.1,---
Sheffield,1894,3,10.9,1.8,5.0,48.4,---
Sheffield,1894,4,13.1,5.1,0.0,70.0,---
Sheffield,1894,5,12.2,4.8,1.0,49.1,---
Sheffield,1894,6,17.4,9.4,0.0,60.6,---
Sheffield,1894,7,20.3,11.2,0.0,83.0,---
Sheffield,1894,8,17.3,10.6,0.0,54.5,---
Sheffield,1894,9,14.4,8.5,0.0,26.1,---
Sheffield,1894,10,11.7,6.0,2.0,128.2,---
Sheffield,1894,11,10.5,5.7,0.0,37.6,---
Sheffield,1894,12,7.8,2.8,5.0,64.8,---
Sheffield,1895,1,2.0,-2.5,23.0,115.5,---
Sheffield,1895,2,1.6,-4.2,24.0,5.8,---
Sheffield,1895,3,8.6,2.1,7.0,56.6,---
Sheffield,1895,4,12.2,4.2,5.0,49.6,---
Sheffield,1895,5,16.9,7.0,0.0,28.8,---
Sheffield,1895,6,19.2,9.6,0.0,57.1,---
Sheffield,1895,7,19.0,11.4,0.0,112.4,---
Sheffield,1895,8,20.0,12.0,0.0,55.5,---
Sheffield,1895,9,21.0,10.7,0.0,19.9,---
Sheffield,1895,10,10.8,3.9,6.0,87.3,---
Sheffield,1895,11,10.0,4.7,1.0,114.5,---
Sheffield,1895,12,5.8,1.5,10.0,95.1,---
Sheffield,1896,1,7.4,3.0,5.0,29.7,---
Sheffield,1896,2,7.5,2.0,8.0,28.8,---
Sheffield,1896,3,9.8,3.1,1.0,89.5,---
Sheffield,1896,4,12.6,5.3,0.0,46.0,---
Sheffield,1896,5,16.4,6.6,0.0,10.4,---
Sheffield,1896,6,20.4,11.2,0.0,79.1,---
Sheffield,1896,7,20.6,11.7,0.0,23.6,---
Sheffield,1896,8,17.3,10.6,0.0,43.6,---
Sheffield,1896,9,15.8,9.6,0.0,126.8,---
Sheffield,1896,10,9.8,4.0,0.0,76.9,---
Sheffield,1896,11,7.4,2.5,4.0,28.8,---
Sheffield,1896,12,6.2,1.9,9.0,98.6,---
Sheffield,1897,1,3.2,-0.8,17.0,65.8,---
Sheffield,1897,2,7.5,3.1,9.0,96.5,---
Sheffield,1897,3,9.5,3.3,2.0,92.7,---
Sheffield,1897,4,10.0,2.9,5.0,51.4,---
Sheffield,1897,5,14.3,5.1,0.0,26.3,---
Sheffield,1897,6,19.1,10.2,0.0,90.9,---
Sheffield,1897,7,20.3,11.3,0.0,14.0,---
Sheffield,1897,8,20.7,11.5,0.0,55.7,---
Sheffield,1897,9,15.6,8.5,0.0,60.1,---
Sheffield,1897,10,13.0,6.5,0.0,26.1,---
Sheffield,1897,11,9.9,5.2,0.0,82.5,---
Sheffield,1897,12,7.9,2.3,4.0,81.8,---
Sheffield,1898,1,9.3,4.5,1.0,28.4,---
Sheffield,1898,2,7.5,1.8,8.0,58.5,---
Sheffield,1898,3,7.4,1.0,10.0,40.8,---
Sheffield,1898,4,11.9,4.2,1.0,82.9,---
Sheffield,1898,5,13.0,5.9,0.0,66.9,---
Sheffield,1898,6,17.6,9.2,0.0,32.3,---
Sheffield,1898,7,19.4,10.9,0.0,41.7,---
Sheffield,1898,8,20.5,11.9,0.0,86.2,---
Sheffield,1898,9,19.7,10.9,0.0,13.8,---
Sheffield,1898,10,14.2,8.6,0.0,84.0,---
Sheffield,1898,11,9.6,4.8,2.0,71.9,---
Sheffield,1898,12,9.6,4.5,3.0,81.7,---
Sheffield,1899,1,7.3,2.2,7.0,112.3,---
Sheffield,1899,2,8.1,1.8,11.0,51.2,---
Sheffield,1899,3,9.3,1.6,11.0,31.9,---
Sheffield,1899,4,11.0,4.4,1.0,60.1,---
Sheffield,1899,5,13.4,5.1,0.0,63.7,---
Sheffield,1899,6,20.1,10.2,0.0,63.8,---
Sheffield,1899,7,21.2,13.0,0.0,51.4,---
Sheffield,1899,8,22.0,12.4,0.0,23.0,---
Sheffield,1899,9,16.6,9.6,0.0,97.7,---
Sheffield,1899,10,13.5,5.9,1.0,73.3,---
Sheffield,1899,11,11.2,6.2,2.0,50.7,---
Sheffield,1899,12,4.5,-0.1,15.0,73.0,---
Sheffield,1900,1,6.2,2.1,1.0,101.0,---
Sheffield,1900,2,5.0,-0.2,14.0,113.0,---
Sheffield,1900,3,6.0,0.7,10.0,20.4,---
Sheffield,1900,4,12.7,3.9,4.0,36.0,---
Sheffield,1900,5,13.6,6.0,0.0,43.7,---
Sheffield,1900,6,18.9,10.5,0.0,78.2,---
Sheffield,1900,7,22.5,13.3,0.0,71.5,---
Sheffield,1900,8,18.7,11.3,0.0,109.5,---
Sheffield,1900,9,17.7,9.6,0.0,12.9,---
Sheffield,1900,10,13.0,6.5,0.0,66.6,---
Sheffield,1900,11,9.1,5.1,0.0,67.7,---
Sheffield,1900,12,9.4,4.8,0.0,116.7,---
Sheffield,1901,1,5.5,0.7,12.0,64.6,---
Sheffield,1901,2,4.7,0.4,14.0,29.2,---
Sheffield,1901,3,7.0,1.0,11.0,60.4,---
Sheffield,1901,4,13.1,3.9,1.0,43.8,---
Sheffield,1901,5,15.9,6.3,0.0,23.9,---
Sheffield,1901,6,18.3,9.2,0.0,27.5,---
Sheffield,1901,7,22.6,13.5,0.0,82.1,---
Sheffield,1901,8,20.6,11.9,0.0,30.7,---
Sheffield,1901,9,17.3,10.0,0.0,22.0,---
Sheffield,1901,10,12.7,5.9,1.0,50.2,---
